ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
378	171,183,197,195,199	6,13,2,10,7	263,333,253	5,18,12	19	-1
379	1,0,1,0,3	30,42,57,40,38	2,1,5	96,127,108	14	-1
380	61,74,38,33,56	30,42,57,40,38	160,216,204	96,127,108	38	-1
381	61,74,38,33,56	1,0,1,0,3	160,216,204	2,1,5	23	-1
385	1,1,0,1,0	16,16,5,25,10	4,15,8	27,178,60	59	-1
386	27,29,13,25,15	1,2,0,0,0	99,309,105	1,7,0	29	-1
387	0,0,1,0,2	22,12,3,20,15	2,27,7	70,247,90	81	-1
388	15,19,16,21,10	34,28,27,40,29	35,149,34	62,259,98	2	-1
389	113,113,124,113,133	0,1,0,1,0	236,346,227	5,3,6	20	-1
390	0,0,1,0,0	3,0,5,10,5	0,0,0	1,1,0	70	-1
391	0,0,0,0,0	3,0,5,10,5	1,0,0	1,1,0	39	-1
393	0,0,0,0,0	1,3,2,1,1	0,1,0	2,5,2	4	-1
395	8,4,3,7,5	0,0,0,0,0	14,47,23	0,0,1	39	-1
396	4,5,6,7,4	15,13,23,13,11	9,7,8	22,36,25	4	-1
397	1,2,1,1,0	6,7,16,12,15	1,1,5	6,17,4	23	-1
398	9,4,2,5,1	0,2,0,0,0	9,25,9	0,0,0	2283	-1
399	1415,1350,1742,1532,1775	0,0,1,2,5	1038,805,1133	3,1,1	335	-1
401	1,0,1,3,1	2,1,2,0,0	0,1,0	0,0,1	5	-1
402	26,22,22,17,26	7,1,1,0,1	28,31,25	1,0,1	46	-1
405	0,1,0,0,0	2,1,0,0,2	0,0,0	1,0,0	85	-1
408	20,20,24,25,6	3,0,1,0,2	13,23,15	1,0,1	56	-1
409	0,0,3,0,5	12,14,17,23,17	1,3,0	10,19,19	539	-1
410	0,2,1,0,0	6,3,0,3,3	1,1,0	7,11,1	20	-1
413	0,0,1,0,0	2,2,0,0,0	0,0,1	6,4,4	13	-1
417	29,37,15,37,14	0,0,0,1,0	26,55,31	0,0,0	2028	-1
420	1,0,0,0,0	3,0,0,4,0	0,0,0	5,4,2	14	-1
426	15,8,7,18,7	0,1,1,5,3	22,44,27	14,8,5	50	-1
427	7,6,6,11,5	0,0,0,0,0	18,39,17	1,2,2	50	-1
428	1,2,2,1,0	0,2,0,0,0	14,21,3	0,2,1	4	-1
431	7,3,5,6,12	0,2,1,0,3	6,15,5	3,3,1	2	-1
432	32,31,26,16,34	0,2,0,0,0	101,111,145	0,0,0	70	-1
434	89,61,39,19,75	31,20,18,2,17	2,14,26	7,1,2	117	-1
435	6,3,1,4,1	17,11,13,23,6	1,9,3	25,27,8	17	-1
439	2,2,7,7,7	34,33,29,44,29	1,4,5	11,1,5	18	-1
440	3,4,6,6,3	34,33,29,44,29	0,3,3	11,1,5	40	-1
441	3,4,6,6,3	2,2,7,7,7	0,3,3	1,4,5	21	-1
443	0,0,0,1,0	7,10,2,4,9	0,3,1	15,20,10	14	-1
444	0,0,2,1,0	0,0,0,0,2	0,1,1	1,2,2	2	-1
450	0,0,0,0,0	0,3,0,0,0	0,1,0	0,0,0	195	-1
455	0,0,0,0,0	0,2,6,1,1	2,0,1	0,0,0	83	-1
456	24,31,38,37,46	10,29,16,20,17	33,37,43	17,24,22	2	-1
457	0,0,1,1,3	1,0,0,0,0	0,0,1	0,0,1	2	-1
460	72,91,75,67,55	36,44,50,49,42	64,62,76	32,43,36	23	-1
461	0,0,1,1,0	2,0,0,0,0	0,0,0	4,5,0	2	-1
467	43,51,50,61,33	0,0,0,0,0	44,73,38	0,0,2	3	-1
468	0,1,4,1,5	0,0,2,1,0	0,5,3	0,3,0	2	-1
469	0,0,1,0,0	15,15,15,15,25	0,0,0	15,14,10	68	-1
472	133,202,192,157,180	4,6,0,1,3	93,74,97	3,1,0	122	-1
474	2,4,1,0,0	0,0,0,0,0	4,3,2	0,1,0	71	-1
475	2,4,1,0,0	0,0,0,0,0	4,3,2	2,0,0	29	-1
476	0,1,0,0,0	0,0,1,1,1	0,1,0	0,3,1	99	-1
477	1,0,0,1,0	2,0,2,5,6	0,1,1	5,10,4	170	-1
478	0,0,0,2,0	0,0,0,0,0	2,1,0	0,2,0	4	-1
481	141,171,171,171,208	0,0,0,1,0	306,222,291	0,0,0	822	-1
482	0,0,1,1,0	141,171,171,171,208	0,1,5	306,222,291	49	-1
488	1,1,2,3,0	112,190,193,176,224	0,0,2	195,275,208	77	-1
497	0,0,1,0,0	0,0,0,0,0	0,0,0	2,4,0	49	-1
499	2,0,1,1,2	1,0,0,3,0	1,2,5	0,1,0	4	-1
503	91,80,85,93,110	18,19,25,18,43	242,154,159	82,44,55	17	-1
504	18,21,27,35,34	48,61,61,64,52	17,14,30	97,33,63	17	-1
505	4,4,1,12,3	0,2,0,0,3	4,8,6	3,13,3	2	-1
509	13,9,26,27,17	28,26,43,86,110	47,55,33	57,69,42	708	-1
510	11,9,23,25,18	1,1,4,0,0	52,52,39	6,5,4	708	-1
514	208,190,200,134,346	1,0,0,0,0	49,96,87	0,0,0	688	-1
517	3,0,0,0,2	1,1,0,0,0	0,1,2	0,0,0	2	-1
518	7,4,1,7,2	12,11,10,14,6	4,7,3	15,14,6	2	-1
520	23,26,18,34,29	45,48,36,43,46	37,38,33	54,101,39	2	-1
523	19,24,31,15,16	0,2,1,1,1	9,18,13	0,0,1	90	-1
527	252,276,315,166,304	0,0,1,0,1	90,128,211	0,0,0	8	-1
530	9,18,13,9,12	17,21,11,19,26	14,19,11	31,32,22	11	-1
534	18,11,12,11,12	16,11,14,16,8	15,36,16	29,54,21	760	-1
537	1,1,0,0,0	0,0,0,0,0	1,8,5	0,0,3	2	-1
540	6,8,5,12,13	0,3,0,5,5	11,16,9	0,2,0	53	-1
546	7,7,6,14,4	2,2,1,3,3	3,0,4	1,1,1	2	-1
547	67,64,67,68,86	11,8,13,20,14	15,33,30	3,12,6	74	-1
