ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
10838	0,0,0,0,0	1,1,0,0,1	0,0,1,0,0	5,12,14,3,7	100	-1
10839	10,3,4,12,2	0,0,0,0,0	58,28,88,61,48	0,0,1,0,0	167	-1
10840	29,24,22,26,22	1,0,1,1,0	75,17,52,28,29	0,0,0,1,0	48	-1
10841	1,1,0,1,3	6,6,5,9,7	1,0,1,1,1	22,6,14,4,4	24	-1
10843	12,6,18,23,9	0,0,1,0,0	19,19,26,16,13	0,0,0,0,0	151	-1
10845	6,9,14,10,10	0,1,1,0,0	23,47,64,47,19	3,0,0,1,0	131	-1
10847	1,0,0,3,3	0,1,0,1,2	1,1,4,6,2	4,0,0,1,0	350	-1
10848	14,4,2,6,7	0,0,0,0,0	70,35,113,49,51	2,0,0,0,0	128	-1
10850	0,0,1,1,0	16,14,14,24,11	1,0,2,0,1	46,41,41,32,31	92	-1
10851	0,0,0,0,0	16,14,14,24,11	0,3,0,0,0	46,41,41,32,31	71	-1
10853	41,26,31,43,35	0,0,0,0,0	19,16,31,14,21	0,0,0,2,0	70	-1
10854	24,5,21,21,19	0,2,0,0,0	18,11,11,11,10	1,0,0,1,0	156	-1
10855	20,24,27,28,22	4,0,2,2,1	30,28,21,28,21	4,1,2,0,2	118	-1
10858	3,6,10,6,5	0,0,0,0,0	9,12,6,13,7	0,2,0,0,0	163	-1
10859	18,6,6,9,6	1,0,0,0,0	24,33,39,21,21	0,0,0,0,0	59	-1
10860	18,6,6,10,8	0,0,0,0,0	24,36,40,21,23	0,0,0,2,0	59	-1
10861	21,6,6,10,6	0,1,0,0,0	27,35,39,28,25	0,0,0,0,1	59	-1
10862	1,0,1,0,0	0,0,0,0,0	2,1,1,8,1	0,0,0,0,1	59	-1
10863	27,9,11,11,10	3,5,5,9,3	37,58,57,34,34	11,10,16,20,12	59	-1
10864	3,2,3,0,4	0,0,0,0,0	5,8,14,6,8	0,1,2,0,0	59	-1
10865	30,8,10,15,11	0,0,1,0,1	49,67,56,44,37	2,0,1,2,1	329	-1
10867	321,322,355,439,357	0,1,0,0,0	190,161,195,155,163	0,0,0,0,0	180	-1
10872	7,11,8,11,11	0,0,0,0,0	25,17,11,22,10	0,1,0,0,0	110	-1
10873	6,8,11,10,2	0,0,0,0,0	13,3,16,9,10	0,0,1,0,0	176	-1
10874	200,176,187,229,185	0,0,0,0,0	565,437,618,493,427	1,0,0,0,0	165	-1
10875	483,483,463,530,297	0,0,0,0,0	1680,1487,2212,1620,1372	1,0,0,0,0	104	-1
10876	565,551,542,628,360	0,0,0,0,0	2242,1908,2855,2102,1659	1,0,0,0,0	161	-1
10877	43,45,31,41,33	0,0,0,0,0	85,98,105,105,81	0,2,0,0,0	694	-1
10885	0,1,1,5,1	0,0,0,0,0	6,1,2,5,0	1,0,1,5,0	110	-1
10888	0,3,1,2,0	0,0,0,0,0	14,0,3,11,0	3,0,0,0,0	249	-1
10890	9,7,10,14,18	0,0,0,0,0	12,15,32,24,6	0,1,0,0,0	96	-1
10891	5,4,6,12,1	0,0,0,0,0	28,13,36,22,9	0,0,0,1,0	116	-1
10893	30,28,18,21,24	0,0,0,0,0	71,56,95,68,41	0,5,1,1,0	81	-1
10895	11,13,1,12,6	0,0,0,0,0	104,51,210,151,57	0,0,0,1,0	97	-1
10896	5,3,1,1,3	0,0,0,0,0	86,32,112,79,40	0,0,0,1,0	50	-1
10897	3,1,0,0,2	0,0,0,0,0	65,61,112,75,46	0,0,0,0,1	754	-1
10898	3,3,1,1,0	0,0,0,0,0	59,66,103,72,38	0,0,0,1,1	165	-1
10899	41,37,40,33,56	0,0,0,1,0	44,46,58,40,36	0,2,1,0,0	61	-1
10900	980,889,1134,1171,1276	13,15,16,19,18	835,658,733,654,604	12,5,5,5,5	36	-1
10901	65,71,49,87,112	15,20,25,25,30	61,56,52,51,66	30,24,27,11,18	16	-1
10902	389,377,417,489,609	3,3,7,6,6	350,318,329,329,284	4,2,9,1,2	16	-1
10903	37,23,23,34,53	0,0,0,1,0	28,27,23,23,37	0,2,0,1,0	16	-1
10904	69,90,105,93,122	3,3,7,6,6	94,95,86,76,68	4,2,9,1,2	118	-1
10905	90,132,113,138,166	365,370,407,484,572	107,101,91,106,94	339,305,315,311,254	118	-1
10906	84,70,63,88,71	0,0,0,1,0	65,68,51,48,43	0,2,0,1,0	30	-1
10907	431,426,447,551,626	1,0,0,0,1	398,357,342,347,286	0,0,0,0,0	30	-1
10908	13,4,16,19,25	0,1,0,0,0	19,9,20,7,17	0,0,0,0,0	202	-1
10909	0,0,1,0,0	5,0,2,0,3	0,1,0,0,0	0,0,1,0,5	63	-1
10910	34,23,39,39,29	0,0,0,0,0	38,35,68,38,26	0,0,0,2,1	81	-1
10912	15,8,17,6,4	0,0,0,1,0	13,9,18,12,7	0,0,0,0,0	38	-1
10913	19,8,15,8,18	0,0,0,0,0	26,32,41,47,20	1,0,0,0,0	71	-1
10914	0,1,0,1,1	0,3,0,1,0	15,8,15,20,11	4,4,8,2,0	152	-1
10918	3,0,3,2,0	0,0,0,0,0	11,4,9,16,4	3,2,3,2,3	104	-1
10922	11,12,18,9,14	0,0,0,0,0	5,5,8,9,13	0,0,0,1,0	81	-1
10923	1,2,3,6,1	13,8,7,14,9	1,6,0,1,3	12,3,10,2,5	77	-1
10924	37,34,38,35,46	2,0,0,0,0	22,10,13,15,23	0,0,0,0,0	141	-1
10929	2,1,0,1,4	0,0,0,0,0	14,7,34,15,10	1,2,1,0,3	103	-1
10930	0,0,0,0,0	0,0,2,0,0	0,1,3,2,0	3,0,5,1,4	87	-1
10931	2,7,4,3,1	2,1,0,1,0	6,0,2,4,4	0,0,0,0,0	121	-1
10932	0,0,0,0,0	0,0,1,0,0	1,0,0,0,1	0,0,0,0,0	19	-1
10933	0,0,0,0,0	0,0,1,0,0	0,0,0,2,0	0,0,0,0,0	31	-1
10935	0,1,0,0,0	0,0,0,0,1	0,0,0,0,0	1,0,0,0,0	31	-1
10939	5,5,2,4,0	1,0,0,0,0	5,4,7,7,8	0,0,0,0,0	134	-1
10940	57,81,62,92,54	11,26,11,11,14	47,27,77,37,41	10,5,11,3,7	109	-1
10941	98,93,81,109,89	1,5,2,3,0	96,76,82,74,63	1,0,0,1,0	130	-1
10942	58,61,69,59,59	0,0,0,0,0	55,36,50,59,46	0,2,1,0,2	110	-1
10943	0,3,1,3,0	8,5,14,12,6	0,0,0,2,0	7,5,10,11,6	97	-1
10944	1,0,1,1,0	0,0,0,0,1	0,1,0,1,1	0,0,0,0,0	126	-1
10945	2,0,2,4,1	0,0,1,0,0	1,1,1,0,2	0,0,0,0,0	60	-1
10946	8,2,2,6,5	2,0,0,0,0	1,1,0,5,1	0,0,0,0,0	81	-1
10949	7,9,4,11,12	0,0,1,0,0	12,1,3,12,4	0,0,0,0,0	131	-1
10950	254,267,259,222,241	0,0,0,0,0	315,258,324,264,205	0,3,0,0,0	101	-1
10951	180,268,235,221,165	0,0,1,1,1	294,275,329,293,223	0,0,0,3,0	70	-1
10953	2,0,0,0,1	0,0,0,0,0	9,3,5,10,2	0,1,0,0,0	89	-1
10958	1,1,2,0,3	0,0,0,0,0	22,10,24,16,12	0,0,0,1,0	92	-1
10959	3,7,6,10,4	10,8,11,18,25	2,5,5,13,9	14,2,17,21,9	80	-1
10960	52,71,100,74,100	0,0,0,0,0	51,26,54,54,43	1,0,0,1,0	136	-1
10962	2,4,9,9,7	1,0,0,0,1	31,31,55,41,30	1,2,2,4,0	38	-1
10963	27,27,24,25,26	0,0,0,0,0	64,44,87,103,48	0,0,1,1,1	94	-1
10964	0,1,2,3,0	0,0,0,0,0	0,0,0,0,0	0,0,1,0,0	91	-1
10967	1,1,1,4,0	1,0,0,0,0	10,15,18,8,6	0,0,4,0,0	157	-1
10968	1,1,1,1,0	1,0,0,0,0	14,23,28,8,11	0,0,4,0,0	58	-1
10971	38,29,34,37,23	1,0,0,0,1	30,36,35,30,22	0,0,0,0,0	140	-1
10972	19,23,13,16,20	0,0,0,0,0	8,4,8,12,5	1,0,0,0,0	119	-1
10973	1,3,5,1,0	0,3,1,1,0	3,0,4,1,5	2,0,3,1,0	11	-1
10977	6,7,8,10,4	0,0,1,0,0	103,37,116,41,38	0,1,3,0,1	85	-1
10978	2,5,6,5,1	0,0,0,0,0	78,41,90,57,18	1,0,0,1,0	196	-1
10979	40,40,34,24,24	0,0,0,1,0	33,31,35,28,20	0,0,0,0,0	125	-1
10980	81,99,109,100,121	0,0,0,0,0	76,81,111,104,63	0,0,0,0,1	103	-1
10984	0,0,0,0,0	0,0,0,1,0	2,1,1,0,0	0,0,0,0,0	113	-1
