ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
127	105,123,134,129,143	2,0,2,2,0	210,199,252,179,143	1,1,1,5,1	-2	-2
128	7,11,15,15,2	60,57,67,50,50	17,32,22,13,10	93,120,129,114,88	-2	-2
129	26,20,31,19,23	65,75,74,70,68	55,61,71,51,50	116,149,157,119,75	-2	-2
131	14,9,13,12,7	12,5,3,16,9	19,53,34,30,18	11,23,21,23,8	-2	-2
132	221,162,193,269,211	227,298,299,354,333	645,465,663,473,463	520,430,499,474,400	-2	-2
133	14,14,18,12,18	20,21,19,24,7	45,26,54,62,50	44,22,44,40,33	-2	-2
134	37,66,55,51,40	80,74,82,63,74	44,49,83,46,48	46,60,52,43,47	-2	-2
136	0,1,1,0,1	2,1,5,1,3	27,33,43,48,17	41,30,57,67,22	-2	-2
137	0,2,0,1,1	1,1,0,2,2	4,0,8,4,3	4,1,20,11,3	-2	-2
138	299,393,369,384,358	7,14,10,13,12	544,484,612,451,337	6,5,17,15,3	-2	-2
139	15,28,28,19,22	156,193,164,154,216	9,6,13,21,12	107,56,122,85,78	-2	-2
140	3,0,2,0,4	2,0,3,3,3	6,11,14,6,22	10,19,35,19,16	-2	-2
141	0,0,1,0,0	0,0,0,0,0	11,12,45,22,7	8,5,16,14,5	-2	-2
142	0,0,1,2,0	0,0,0,0,0	12,16,66,22,8	0,1,13,3,2	-2	-2
143	0,0,0,0,0	2,1,0,0,0	16,9,40,15,6	20,17,45,10,6	-2	-2
144	0,0,0,0,0	2,1,0,0,0	1,0,4,0,0	20,18,46,10,6	-2	-2
145	0,0,0,0,0	2,1,0,2,0	1,0,2,0,0	20,21,66,11,7	-2	-2
146	0,1,1,1,0	2,1,0,0,0	17,16,40,15,5	19,17,45,10,8	-2	-2
147	0,0,0,0,0	3,2,0,2,3	6,4,9,10,2	23,15,58,15,16	-2	-2
148	0,1,0,1,0	0,1,0,0,0	2,1,13,5,7	9,1,19,10,5	-2	-2
149	1,1,0,0,0	1,3,2,1,0	19,12,23,14,6	6,2,8,12,5	-2	-2
150	1,1,0,0,0	0,0,0,0,1	19,7,23,13,5	12,6,8,12,15	-2	-2
151	0,0,0,0,0	0,0,0,0,1	0,0,2,0,0	12,6,8,12,15	-2	-2
152	0,0,0,0,0	0,0,0,0,1	12,1,10,4,8	12,9,8,12,16	-2	-2
153	0,0,0,0,0	2,1,0,0,0	4,1,3,8,0	19,17,45,10,8	-2	-2
154	1,3,5,5,7	0,0,0,0,0	12,17,31,15,9	0,3,0,0,0	-2	-2
155	31,26,31,52,1	1,4,8,5,9	37,0,31,65,59	5,3,0,2,5	-2	-2
156	24,31,27,45,34	35,31,46,31,39	164,197,320,211,125	221,191,317,221,139	-2	-2
157	12,17,22,17,14	55,41,25,46,21	89,77,143,114,65	193,159,294,247,174	-2	-2
158	0,0,1,1,6	66,60,42,73,39	2,2,8,1,3	280,295,487,377,250	-2	-2
160	284,348,384,370,385	0,0,0,0,0	338,349,380,373,260	1,2,0,0,0	-2	-2
161	161,181,203,227,207	128,134,159,157,147	270,332,342,281,232	197,165,187,214,148	-2	-2
162	22,21,22,23,14	18,22,17,37,21	38,48,67,42,27	22,90,74,22,25	-2	-2
163	83,96,68,82,83	46,51,50,45,42	372,420,511,360,327	266,263,303,181,213	-2	-2
164	145,160,130,157,198	188,173,208,301,270	394,571,508,497,345	275,175,303,222,198	-2	-2
165	26,30,23,20,55	188,173,208,301,270	14,47,21,19,18	275,175,303,222,198	-2	-2
166	18,12,14,17,9	0,0,3,0,0	55,51,57,39,25	0,0,0,0,0	-2	-2
167	4,4,5,2,4	14,22,19,23,26	5,0,3,5,3	8,12,10,8,4	-2	-2
168	8,0,3,2,0	1,1,1,3,1	16,16,16,14,11	9,3,16,6,4	-2	-2
171	1,0,0,0,0	7,6,4,7,6	1,3,0,0,0	15,16,8,10,11	-2	-2
172	1,0,0,0,0	0,0,0,2,0	0,3,0,0,1	0,0,0,1,2	-2	-2
173	1,0,2,1,3	0,0,0,2,0	1,0,1,0,2	0,0,0,1,2	-2	-2
174	0,2,0,0,1	1,2,6,7,0	1,2,2,3,0	4,5,8,1,2	-2	-2
175	3,1,3,6,1	0,4,4,6,4	2,1,0,3,3	5,4,8,8,10	-2	-2
176	0,0,0,0,0	1,5,5,11,3	0,0,1,1,0	7,9,25,14,14	-2	-2
177	0,0,1,2,0	7,9,13,4,4	0,0,0,1,0	21,24,27,18,19	-2	-2
178	6,5,1,6,1	7,9,13,4,4	11,7,26,21,14	21,24,27,18,18	-2	-2
180	0,1,0,0,0	7,10,3,3,3	2,1,2,3,1	14,23,25,27,14	-2	-2
181	9,6,7,4,2	27,19,33,35,20	38,29,51,21,28	105,101,134,91,102	-2	-2
182	143,154,174,189,163	258,231,246,274,256	273,171,251,196,150	286,149,286,199,184	-2	-2
183	0,5,3,0,3	35,35,36,31,27	3,6,5,4,6	112,153,154,100,96	-2	-2
184	10,15,9,10,14	9,0,2,1,3	46,34,33,31,21	35,25,20,18,22	-2	-2
185	27,30,28,29,33	53,62,43,65,49	11,17,14,18,13	20,18,18,10,26	-2	-2
186	39,19,27,37,30	14,19,20,24,21	32,12,10,16,10	11,10,5,11,4	-2	-2
187	0,0,0,0,0	374,372,307,367,301	0,0,0,1,0	962,824,1364,950,814	-2	-2
