ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
446	0,0,0,4,0	6,2,7,3,2	0,0,0	1,4,6	-2	-1
448	75,89,126,73,95	3,2,3,1,4	58,43,43	2,2,4	-2	-1
449	0,0,1,0,0	0,0,3,0,1	0,0,0	0,0,1	-2	-1
451	132,112,145,111,94	0,0,1,0,0	58,83,58	0,0,0	-2	-1
453	0,0,0,0,1	6,8,15,3,2	0,2,0	1,3,0	-2	-1
456	351,235,374,329,240	1,0,0,2,0	149,53,67	0,0,0	-2	-1
457	127,81,117,115,81	0,1,0,0,0	54,17,28	0,0,0	-2	-1
460	0,0,1,0,0	25,4,15,33,15	0,0,0	5,20,16	-2	-1
465	0,2,0,0,0	10,5,8,10,5	0,0,0	1,10,7	-2	-1
468	0,0,0,0,1	9,1,12,8,3	1,0,0	2,2,3	-2	-1
470	6,1,1,0,2	11,6,11,11,15	3,10,7	0,5,6	-2	-1
476	22,15,26,23,10	0,0,0,0,0	8,4,1	0,0,1	-2	-1
477	0,0,2,0,0	5,3,25,15,3	0,0,0	6,5,13	-2	-1
481	0,0,0,2,0	2,0,2,0,1	0,0,0	0,4,9	-2	-1
485	34,19,28,24,21	1,0,0,1,1	12,18,7	0,1,0	-2	-1
488	23,15,24,10,20	0,0,0,2,1	6,15,16	0,0,0	-2	-1
489	15,7,5,10,0	1,0,1,0,2	3,9,6	1,0,0	-2	-1
491	21,11,11,11,9	5,0,4,1,1	5,3,1	1,0,0	-2	-1
492	1,0,2,1,0	1,0,2,0,0	0,1,2	0,2,5	-2	-1
493	11,7,5,9,1	4,0,1,2,2	4,2,2	1,1,0	-2	-1
495	0,1,0,1,0	9,5,13,11,8	0,0,0	11,3,4	-2	-1
498	4,0,1,2,1	0,0,0,0,1	0,0,3	0,0,0	-2	-1
499	0,0,0,0,0	20,34,30,28,20	4,0,0	76,58,87	-2	-1
500	9,8,10,11,4	0,0,0,0,0	9,7,5	1,0,0	-2	-1
502	3,1,4,5,5	11,3,17,11,8	4,1,1	9,4,15	-2	-1
503	0,0,1,2,0	16,12,7,3,6	0,6,2	9,6,5	-2	-1
