ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
491	13,24,7	0,0,1	22,20,15	0,0,0	141	-1
492	15,17,7	0,0,0	22,20,12	0,1,0	1371	-1
493	12,14,4	0,3,0	18,20,13	0,0,0	1371	-1
494	0,2,0	3,3,3	2,4,0	4,1,0	44	-1
495	0,0,3	0,0,0	0,1,1	0,1,1	44	-1
497	30,28,28	2,0,0	26,12,18	0,0,0	70	-1
498	17,18,16	0,0,0	18,10,17	0,0,2	70	-1
499	11,21,7	0,0,0	21,13,1	0,0,2	68	-1
500	22,31,19	0,0,0	30,15,1	1,0,0	68	-1
501	65,89,66	0,1,0	75,45,49	0,0,0	101	-1
502	15,33,25	0,0,0	28,26,17	0,0,1	381	-1
504	84,56,65	1,0,0	53,23,33	0,0,0	111	-1
507	0,1,1	1,1,4	0,1,1	1,10,10	70	-1
508	0,1,1	1,1,4	0,1,0	1,10,10	61	-1
509	7,40,22	0,0,0	36,54,30	1,0,0	86	-1
511	0,0,0	32,45,24	0,1,0	45,51,28	100	-1
512	42,83,50	9,2,5	57,59,43	5,3,3	224	-1
513	3,3,1	32,45,20	2,2,1	19,15,18	176	-1
517	18,42,18	0,0,0	47,34,40	0,0,1	93	-1
518	17,16,10	0,0,0	18,17,15	1,0,0	119	-1
519	14,15,17	0,0,1	13,12,14	0,2,2	119	-1
520	9,13,6	0,0,1	16,8,6	0,2,2	71	-1
521	16,18,7	4,4,8	27,16,11	7,3,5	71	-1
522	17,15,7	0,2,0	27,15,8	0,0,0	209	-1
523	23,31,15	1,0,1	34,47,28	0,0,0	92	-1
524	17,17,12	14,6,5	14,23,22	7,10,5	47	-1
525	3,19,8	1,4,3	8,15,6	8,8,7	29	-1
526	22,57,38	0,5,8	47,43,42	1,2,6	56	-1
528	0,1,0	32,22,26	0,0,0	25,39,40	266	-1
529	83,57,62	0,0,4	77,22,18	0,1,0	76	-1
530	14,8,9	0,0,0	3,22,17	1,0,0	56	-1
531	66,38,46	1,0,0	19,27,14	0,0,0	38	-1
532	240,153,169	1,0,0	89,96,76	0,0,0	44	-1
535	17,25,8	1,0,0	18,11,10	0,0,0	123	-1
537	0,0,1	2,6,0	0,0,0	1,10,3	183	-1
543	5,20,8	0,0,0	14,13,11	0,0,2	108	-1
547	2,3,10	40,19,34	2,2,1	20,38,20	90	-1
548	2,4,11	0,2,5	2,3,2	2,1,1	90	-1
550	0,0,1	0,0,0	0,0,0	0,1,0	67	-1
551	18,37,14	1,0,1	29,34,46	0,0,1	101	-1
552	5,11,5	0,1,0	11,16,17	0,0,0	101	-1
553	20,34,15	5,9,4	33,24,20	10,12,16	104	-1
554	12,17,14	0,0,0	29,10,15	0,0,1	56	-1
555	24,40,30	0,1,0	38,30,34	0,0,0	90	-1
559	0,2,2	0,1,0	0,0,3	0,2,0	84	-1
567	387,746,385	0,0,1	583,713,642	4,2,1	158	-1
568	367,728,342	0,0,0	642,541,543	3,0,0	215	-1
572	41,60,34	0,1,0	31,40,37	0,0,0	92	-1
573	25,45,25	4,0,0	48,35,26	0,2,1	117	-1
577	2,0,0	8,18,7	0,0,0	17,12,16	159	-1
